company,job_title,location,employment_type,seniority,job_category,salary_range,salary_type,num_of_applications,last_posted_date,expiry,responsibilities,requirements,salary_lower_mth_num,salary_upper_mth_num,salary_mid_mth_num,emp_type,target
company undisclosed,salesforce  /  service cloud consultants (ref 22829),undisclosed,full time,"manager, professional, senior executive",information technology,"$5,000to$10,000",monthly,2 applications,posted 17 jan 2019,closing on 16 feb 2019,"responsibilities: - in-depth understanding business challenges and priorities in customer industry - aanalyzing customer organization’s strength and areas for improvement - creative thinker in conducting customer workshops, addressing business needs, creating poc and translating into solutions - good presentation and consultative selling skills and able to applying benefit of your expertise to customer - use and be an example of best practices for developing business requirements, process flows, object modeling, page layout design, data mapping, configuration, and integration - being centre liaison between business stakeholders, development, testing and implementation teams  ","requirements: - 5+ years professional services or technical consulting experience - 3+ years salesforce consulting and configuration experience - strong knowledge in sales force automation or customer service, both functional and technical - client facing and pre-sales support experience - outstanding writing, presentation, communication and organization skills - one or more salesforce.com certifications (sales cloud certification, service cloud certification) - experience with both agile and waterfall implementation methodologies   license no.: 12c6060",5000.0,10000.0,7500.0,"permanent, contract, full time",1
company undisclosed,lead source manager,undisclosed,full time,manager,purchasing / merchandising,"$5,000to$7,000",monthly,16 applications,posted 17 jan 2019,closing on 16 feb 2019,"lead source manager position purpose  responsible to manage specific commodity/commodities related to board operations responsible to develop a global procurement strategy that has an integrated long-term approach on cost, quality, and supply. responsible to develop and manage the strategic supplier relationship at executive level. provide analytical support and make recommendations regarding sourcing strategies, supply trend, allocation and splitting of business award.   key responsibilities  establish deep connections with approved suppliers at executive level.  understand status of commodity across market and determine if supply is freely available or getting tight/moving to allocation biweekly discussions with engineering teams and bus to understand future demand ie forecasting and road-mapping exercises. provide forecast to suppliers and secure allocation for designated cms. understand capacity of manufacturers. negotiate preferred pricing for key commodities we wish to control/consign or which significantly influence bom pricing.  negotiate splits of business awards monitor market trends which affect commodity pricing, example raw copper pricing on commodity stock market for pcbs, multi-layer ceramic capacitors, etc. manage loa process for assigned commodity  problem solving:  work on complex issues where analysis of situations or data requires an in-depth evaluation of variable factors. exercise judgment in selecting methods, techniques and evaluation criteria for obtaining results. network with key contacts outside own area of expertise. determine methods and procedures on new assignments and may coordinate activities of other personnel as a team lead ",minimum qualifications: 1.    bs/ba degree plus 7 years of experience in a related technical or business field or mba plus 5 years of experience in a related technical or business field. 2.    strong knowledge of printed circuit board assembly and associated commodities  3.    good knowledge of supply chain management (scm) and commodity sourcing. 4.    napm/apics certification highly desired. 5.    understanding of global/regional markets and cultures preferred- particularly on electronic components. 6.    demonstrated effective advanced computer skills. 7.    excellent communication & interpersonal skills. 8.    excellent leadership skills. 9.    excellent project management skills. 10.    prior record of oem components sourcing experiences. 11.    history of successfully developing and deploying business processes,5000.0,7000.0,6000.0,"permanent, full time",1
company undisclosed,global marketing manager,undisclosed,contract,manager,marketing / public relations ,"$5,000to$7,000",monthly,8 applications,posted 17 jan 2019,closing on 01 feb 2019,"this is a 12 months contract role.  job purpose: executing against the global vision and strategy within the context of the broader pain relief category.  responsible for executing against global marketing initiatives to drive business growth including retail facing category vision and strategy, innovation (strategy & projects), consumer connections, path to purchase strategies, insight development & deployment, brand positioning, brand assets, pricing strategy, p&l management, value chain/cogs management, expansion strategy, and transferring best practice. partner and influence area and local marketing and operating teams on the agenda and investment plans supporting the execution. operating at a category and brand level  support the creation of vision and strategy at brand and category level in order to better lead the geographic areas / markets (our customers) implement global brand vision and strategy develop global brand toolkits covering all consumer touchpoints (pack, on shelf, digital, media etc.) for use across geographies execute innovation projects as per global innovation strategy  joint responsibility for p&l  support in p&l management and the annual planning cycles to deliver initiatives and a&p levels to drive the sales line being responsible for value chain management and increased impact on sub-category cogs and cogs lifecycles  specialised areas new connected health  support and execute a strategy and initiatives to penetrate into new areas around connected health, delivering an ecosystem around new digital devices. working with cross functional team to develop clear launch plan including go to market, distribution, customer service, returns, after sales support leveraging work developed across the category. framing up the next generation pipeline of devices. significant business model development required and market alignment involved.  transforming the business  support a major project involving over 120+ markets across the entire portfolio. requires significant follow up with markets and influencing of business cases and sales numbers by market. involves a lot of cross functional alignment to ensure that the plans are executed market by market. will involve significant analysis and development of solutions as markets revert with nuances to the plans.  influencing agenda  partnering with regulatory, medical and expert cross functional teams as well as gapppa to develop the right strategies to influence the agenda on apap with health authorities in key markets around specific challenges (price controls, regulatory changes, prac). leveraging the gpi and global pain faculty to develop the right influencing content.  expert recommendation  partnering with expert teams to develop the right tech led strategies, content and connections with experts to drive recommendation. leveraging the gpi and global pain faculty to identify, influence and implement greater recommendation for portfolio.  innovation strategy  support the development of new innovation areas, identification of initiatives, development of products/services/data, validation of opportunity, alignment of resources and stakeholders, alignment of markets and development of launch plans across a robust 10yr pipeline supported by senior management. "," bachelor’s degree in marketing or other professional marketing qualification. mba preferred strong experience in marketing at the manager level brand management experience including     contributions to the strategic planning process significant proven track record of driving brand growth, ideally regionally or globally proven track record of executing innovation projects            demonstrated ability to execute against powerful insights that drive growth proven delivery of flawless launches demonstrated ability to implement consistent brand assets across markets and through all consumer touch points extensive consumer communication development demonstrated the ability to harness the shopper-consumer-expert relationship deep understanding of media and the digital space   proven p&l/budget management, complex project management, business development ability to lead within a matrix organization, integrating complex multifunctional efforts crossing multiple business areas strong digital marketing leadership with integrated campaign development leveraging data and connecting with consumers in the moments that matter. experience in the collection, use and integration of data in connection development, content development and the deployment of assets. experience in achieving business growth in complex regulatory environments science based marketing experience strong presentation and communication skills experience in otc or fmcg ",5000.0,7000.0,6000.0,contract,1
company undisclosed,admin executive,undisclosed,full time,"fresh/entry level, executive",admin / secretarial,"$2,000to$3,000",monthly,31 applications,posted 17 jan 2019,closing on 16 feb 2019," responsible for handling all general office admin & clerical support, data entry, general filing, scanning, faxing, answer calls and etc liaising with internal departments proper filing of hardcopy documents for records and easy retrieval perform general admin duties and supports perform ad hoc assignment as and when required ", candidate must possess at least diploma/advanced/higher/graduate diploma in business studies/administration/management or equivalent at least 2 years of working experience preferably from the construction industry preferably junior executive specialized in clerical/administrative support or equivalent have sense of urgency of deadline able to work independently proficient in microsoft office applications ,2000.0,3000.0,2500.0,full time,0
company undisclosed,admin cum accounts,undisclosed,full time,executive,"accounting / auditing / taxation, admin / secretarial","$2,500to$3,500",monthly,13 applications,posted 17 jan 2019,closing on 16 feb 2019," handle full set accounts, closing of account handle quarterly gst reporting handle year-end audit matters, liaising with auditors able to process billing & payments to suppliers, liaising with customers & suppliers on required basis handling cheque preparation & data entry of ar/ap & invoices into the accounting systems preform ad hoc duties such as general administratives & hr related duties work pass application, renewal, cancellation, petty claims & etc assist in ad-hoc assignments as required "," minimum lcci/diploma/degree in accountancy/business admin or equivalent  at least 2 years of working experience preferably from the construction industry experience in accounting & book keeping functions such as ar/ap/gl/payroll responsible, organised & possess good interpersonal skills as well as fast leaner proficient in microsoft word & excel ",2500.0,3500.0,3000.0,full time,0
company undisclosed,planning analyst,undisclosed,full time,executive,manufacturing,"$3,900to$4,800",monthly,3 applications,posted 17 jan 2019,closing on 16 feb 2019," reviews trade/interco backlog and work closely with order administrators to optimize production output and meet customer project schedules. reviews material and resource constraints, and work with procurement on expediting materials to meet customer expected lead-times for mro orders. manages order promising (schedule ship date) for new sales orders and propose new dates for re-scheduling overdue orders, unreleased wip, holds & redlights and customer change order requests. leads daily cross-functional order fulfilment meeting to mitigate factory gaps to meet customer request dates. executes advance deviation request, implement engineering change order and support new product transfer. handles lead-time enquiries from trade/interco and sales support groups. reviews master data and maintain system attributes to attain system integrity and atp capability. performs rough cut capacity planning (rccp) and provide capacity constraint input to s&op process to develop consensus forecast. conducts inventory analysis and provide recommendations to achieve service level goals. drives and supports perfect execution activities to improve existing processes and systems. complies with company’s policies and procedures on work safety. "," degree in business management or supply chain management with minimum 3 years of production planning/master scheduling experience. experience with oracle mrp and inventory analysis. good communications skills, ability to work well independently under pressure and as a team player. good excel and analytical skills and attention to details. strong stakeholder management skills and expose in a complex operational organization will be an added advantage. apics certification will be an added advantage. ",3900.0,4800.0,4350.0,full time,0
company undisclosed,electrical engineer,undisclosed,full time,executive,building and construction,"$4,000to$5,000",monthly,9 applications,posted 17 jan 2019,closing on 16 feb 2019," provide engineering expertise and technical assistance for the installation, maintenance, troubleshooting, repair and modification of facilities and equipment, development and implementation of maintenance procedures and techniques for safe, reliable and efficient operation of the plant. participate in production machineries installation, modification and maintenance ensure that all process equipment, utility installations and electrical installations are maintained and running at optimum efficiency. define and generate evaluation plan, and execute qualification plan for alternate component replacement or cost reduction. work with supplier and procurement team to drive cost reduction and quality issue. vendor data review and approval. assist in electrical equipment inspection. any ad-hoc project to be assigned. "," degree/diploma in mechanical and electrical engineering or equivalent. must have minimum 5-10 years of m&e working experience with main contractors. must produce an (ema) electrician’s license. strong knowledge of m&e details, working drawings and local construction practices conversant with local codes and regulations. able to check combined services drawings and coordination problems with other trades ability to read and understand construction drawings and communicate changes as required. ability to draw detailed coordination drawings and sketches and resolve technical problems with subcontractors. is a good team player and is analytical and a problem solver. excellent in communication skills, both verbal and writing skills, with a high level of attention to detail. strong interpersonal skills, ability to develop relationships and communicate with all levels of management. proficient microsoft office and other it software. ",4000.0,5000.0,4500.0,permanent,0
alpha z analytics singapore pte. ltd.,data engineer,undisclosed,contract,professional,professional services,"$6,000to$10,000",monthly,4 applications,posted 16 jan 2019,closing on 15 feb 2019,"responsibilities this role’s primary job responsibility is defining the framework and process for preparing data for analytical uses.   the data engineer will support data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.  this person should have extensive experience in: ·       building data pipelines to pull together information from different source systems;  ·       optimizing the flow, collection, integration, consolidation and cleansing of data;  ·       structuring data for use in individual analytics application;  ·       data preparation and building data structures in relational and nosql environment/databases; ·       deploying / configuring analytic tools, optimizing computing environment for analytic projects; and ·       deploying analytic projects to production:  deploying data science product via either api or batch job, automating the refresh of machine learning models, deploying real time models.   the right candidate will be excited by the prospect of designing data engineering solutions from ground up. ·       create and maintain optimal data pipeline architecture; ·       assemble large, complex data sets that meet functional / non-functional business requirements; ·       identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, designing infrastructure for greater scalability, etc. ·       build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using ‘big data’ technologies; ·       work with stakeholders (data analysts, data scientists, technology support team) to assist with data-related technical issues and support data infrastructure needs; ·       build processes supporting data transformation, data structures, dependency and workload management","·        degree in computer science with at least 3 years data engineering work experience in big data analytics environment. ·        excellent data engineering skills with open source big data stack ·        experience building and optimizing ‘big data’ data pipelines, architectures and data sets. ·        strong analytic skills related to working with unstructured datasets.  ·        experience with big data tools: hadoop, spark, kafka, etc. ·        experience with relational sql and nosql databases ·        experience with object-oriented/object function scripting languages: python, scala, etc. ·        familiar with deployment and optimization of open source big data analytic stack on distributed environment. ·        familiar with compiling, deploying and configuring open source data science tools including python, r, spark, etc. ·        familiar with deploying analytic projects and data science products to production ·        excellent programming skills",6000.0,10000.0,8000.0,contract,1
standard chartered bank,"data analyst, enterprise metadata","marina bay financial centre, 8 marina boulevard 018981",full time,executive,banking and finance,"$6,000to$8,000",monthly,7 applications,posted 16 jan 2019,closing on 31 jan 2019,"about standard chartered  we are a leading international bank focused on helping people and companies prosper across asia, africa and the middle east.   to us, good performance is about much more than turning a profit.  it's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, here for good.  we're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. this in turn helps us to provide better support to our broad client base. the role responsibilities the metadata team is part of the data governance team within the chief data office, and plays a critical role in partnership with the business & relevant technology teams in drawing up a list of data elements for all identified data domains in the bank. the data elements documentation captures,  the business term and description the golden source of the identified data element the technical table/field for that data element in the golden source any known data standards  the purpose of this role is support the data governance team in its objective to document the data elements and the associated data as detailed above and to play a second line role in the governance of the data.  key responsibilities: 1.     identify and document the data elements/business concepts & descriptions for each of the identified domains in the bank by leveraging the existing data dictionaries and the data available in the banks data management platform. 2.     record and maintain the information on the golden sources of the identified data elements 3.     work with the relevant business partners and technology teams to document the technical table/fields for the data elements in the golden source. 4.     assist the business teams in documenting the data standards 5.     own and drive the ownership process of the documented data with the business and ito owners 6.     work on the exceptions/gaps identified through discussions with the relevant stakeholders and obtain sign-off from business / cio reps 7.     assist in the implementation and governance of the metadata management tool. key stakeholders 1.     business, cio and functions teams 2.     all teams within the chief data officer function including enterprise data management (edm) team","our ideal candidate qualifications  degree in computer science or data management specializing in information management, or equivalent relevant industry and professional certification in data or metadata management will be advantageous  domain knowledge  5-10 years of work experience in banking domain involving one or more of the following: core banking, trade & lending products, treasury products (foreign exchange, money market, bonds etc), client on boarding or due diligence, regulatory or internal reporting, sanctions/ anti-money-laundering, risk management (market, credit or operational), data governance, or 5-7 years’ experience on data management including managing data operations, handling metadata, implementation of sourcing data from transaction processing systems for metadata projects, experience implementing data quality management processes and workflows, experience dealing with internal and external stakeholders on remediation of data quality issues for metadata, experienced rolling out education and training programs for metadata programs and projects, etc  technical skills all members of the metadata team must be very comfortable with ms excel (critical to data analysis work). in addition, any combination of the following skills will also advantage (though not mandatory)  knowledge of logical data modelling concepts including practical experience in implementing the same experience of working with any of the major transaction processing systems (e.g., imex, murex, acbs) or data warehouses (teradata, hadoop, etc) used in scb experience of working in tools like tableau, microstrategy etc.  intrinsic traits  attention to detail curiosity high degree of responsibility self-motivated, requiring minimal supervision structure and discipline good written communication skills able to challenge/ question   apply now to join the bank for those with big career ambitions.  how to apply click here ( https://scb.taleo.net/careersection/jobdetail.ftl?job=1900000094&lang=en ) to apply now and take the next step in fulfilling your potential you can search and view current opportunities across our organization and apply immediately by visiting www.standardchartered.com and selecting careers. to help speed up your application, please note the following:  you will need to log in (or register if you are visiting our careers site for the first time) before you can apply for a specific role some roles may require you to undertake an online talent assessment in addition to completing the application form (to facilitate this process it is preferable that you provide us with an email address as part of your contact information) we will ask you about your education, career history and skills and experience, it may be helpful to have this information at hand when completing your application  it usually takes 15 - 20 minutes to complete the application form; you can save your application at any time and return to complete it at your convenience.",6000.0,8000.0,7000.0,"permanent, full time",1
changi airport group (singapore) pte. ltd.,data engineer /  integration specialist,"changi airport terminal 2, 60 airport boulevard 819643",full time,executive,"engineering, information technology","$4,500to$8,000",monthly,5 applications,posted 16 jan 2019,closing on 31 jan 2019,"an exciting opportunity is waiting for you in the newly set up digital factory, who will spearhead the digital transformation efforts of changi airport group. you will be working on commercial and operational digital applications and projects that will transform our business and bring customer experience to greater heights. you will be working in squads with fellow enthusiasts, re-imagining how we serve our connected customers. as a digital disrupter, you’ll focus on building the data foundations for changi’s existing / new digital products. you will be responsible for the below areas:  define the data models and data layer for new applications identify opportunities to match, merge or blend data from multiple systems identify and analyse data discrepancies and data quality issues and work to ensure data consistency and integrity plan activities to ensure data quality is in line with the standards set by the organisation optimize, develop and maintain integration solutions using informatica etl/mdm and etl framework (bids) as necessary to connect legacy data stores, the data warehouse, and third-party platforms ensure the stabilization and high performance of existing etl processes troubleshoot any complex data-related issues as well as provide support to production solution, design, develop and deploy etl job workflow with reliable error/exception handling and rollback drive process improvement and improve process efficiency document all etl and data warehouse processes and flows communicate issues, risks and concerns proactively to management adopt the agile approach: develop, test, analyze and iterate the applications with the end objectives and key results in mind "," bachelor's degree in computer science, engineering or related discipline 4-6 years in-depth knowledge and experience of etl development and informatica etl and mdm stack 4-6 years in-depth knowledge and experience of t-sql development, debugging and optimization experience with netezza database/oracle database a plus experience with working collaboratively with cross-functional teams including engineering, product management and user research   ",4500.0,8000.0,6250.0,"permanent, full time",1
cartrack technologies south east asia pte. ltd.,lead data scientist,"international plaza, 10 anson road 079903",full time,manager,information technology,"$7,000to$12,000",monthly,5 applications,posted 16 jan 2019,closing on 15 feb 2019,"cartrack is looking for candidates that can join our growing team as a lead data scientist.  we are creating revolutionary platforms that will change the industry.  we’re on track to reach 1+ million subscribers soon and are seeking passionate people with relevant experience to help deliver world-class software solutions to our clients.  to be successful in this position the candidate must work well in a fast-paced environment with like-minded engineers that have a desire to build incredible data platform in a fast, efficient and scalable manner. you will have the opportunity to work with some of the brightest global subject matter experts that are transforming the automotive industry across fleet management, asset management and insurance telematics solutions. you are:  data science leader who can develop differentiated capabilities in spatial and temporal data management (e.g. location intelligence, mobile data analytics, spatial data cleaning, visualization and interactive queries) to establish our competitive advantage. you will:  drive spatial data management applied research and develop core parallel algorithms and processes to bring cartrack’s technology assets into big data platforms (include but not limit to hadoop, spark) develop and scale the solutions to full-production grade work with clients to design and develop data oriented advanced solutions, especially in the areas of location intelligence, data quality, spatial integration, spatial data queries and data visualization work with product managers and engineers to develop product roadmap and iterate minimum viable products to validate needs with real clients. ","as a data scientist, you have:  strong background in algorithm design and implementation, research experience with geospatial related algorithm design is a plus deep expertise in big data technologies such as hadoop, spark, and nosql databases, experience with parallel and distributed computing is a plus strong programming skills in java and scala, experience in functional programming is preferred. familiar with linux/unix and shell scripting, experience in cloud computing is a plus ability to deal with ambiguity and uncertainty with a degree of maturity, such as constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data brings curiosity and creativity and thought leadership along with business, analytics, computer, and persuasive communication skills to the challenges the stakeholders face balances academic rigor and business pragmatism ",7000.0,12000.0,9500.0,"permanent, full time",1
alphatech business solutions pte. ltd.,"manager, data management office",undisclosed,contract,manager,"banking and finance, information technology","$6,000to$9,000",monthly,2 applications,posted 16 jan 2019,closing on 15 feb 2019,"the data management office (dmo) is a business function that covers enterprise data governance, data management, big data analytics and enterprise data strategy. it ensures that the bank meets all data governance standards set by data regulators and optimize data management and usage to help the company make smarter, faster and more accurate decisions and to improve operational efficiency. the big data analytics group (bdag) is a centre of excellence that leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. this exciting role will play a unique part in the strategic analytics team in bdag to drive data analytics strategy, innovation and collaboration.  "," degree in analytical disciplines (e.g. mathematics, statistics, engineering or computer science) minimum 4 years working experience in analytics preferably in banking industry possess good understanding and experience with analytical frameworks and languages such as sql, r, python, hadoop, spark and hive well-versed in data analytics concepts, technologies and applications hands-on experience in implementing data analytics applications/solutions project management experience in proposal development, project planning, progress tracking and stakeholder management good written and verbal communication skills innovative, agile and strategic thinking consulting and product pre-sales experiences will be a plus ",6000.0,9000.0,7500.0,contract,1
dathena science pte. ltd.,senior data scientist,"one george street, 1 george street 049145",full time,executive,"information technology, sciences / laboratory / r&d","$4,000to$8,000",monthly,7 applications,posted 16 jan 2019,closing on 15 feb 2019,"reports to - chief science officer (phd) and solution architect   about dathena science   dathena is a swiss and singaporean company developing data governance software based on machine learning algorithms. dathena is the most complete and accurate data governance platform and is the only solution to easily classify and manage data with this level of accuracy while helping companies to comply with regulations. using cutting edge machine learning technology, dathena sift through all unstructured data allowing to regain full control on company’s information. job purpose:  we are looking for a data scientist with more than 5 years experience, that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. ph.d in related fields will be your primary focus will be in ​ applying data mining, machine learning, deep learning, computer vision and natural language processing techniques, doing statistical analysis​ , and ​ building high quality predictionsystems integrated with our products by ​ improving and extending the features used by our existingmodels, by ​ developing internal testing procedures​ , and ​ enhancing our system for automated frauddetection​ while it is essential that the data scientist brings efficient and effective behavior to increase theproductivity of the organization, is it also critical that the intern retain the creative spark that drivesdathena’s vision and values.   ","responsibilities:   data mining and text/images preprocessing using state-of-the-art methods building and optimizing classification models by using machine learning/deep learning techniques images preprocessing, denoising and scaling problems solving transfer learning techniques applying for sentiment analysis and entities recognition problem solution models interpretation by using text summarization and visualization approaches supervising and supporting a team of scientists  skills and qualifications:  masters or phd in computer science, engineering, statistics or a similar field. phd preferred 5+ years of working experience in  data science area strong programing skills in scala/python/apache spark deep knowledge in nlp methods: word2vec/fasttext, ner, sentiment analysis excellent understanding of machine learning and deep learning techniques and algorithms, such as k-means, decision tree/random forest, cnn/rnn, gan etc. good applied statistics skills, such as distributions, statistical testing, regression, etc. good knowledge in using query languages such as mysql, hive, phoenix etc. people and project management skills  soft skills:  fluent in english data-oriented personality exceptional oral and written communication skills time management interpersonal skills critical thinking presentation skills    working conditions the data scientist  must fully embrace the team spirit of a young and innovative start-up. they must be able to adapt to a multi-cultural environment. travel and remote location might be required.   location: singapore",4000.0,8000.0,6000.0,full time,1
orica international pte. ltd.,data engineer,78 shenton way 079120,full time,fresh/entry level,information technology,"$75,000to$90,000",annually,2 applications,posted 16 jan 2019,closing on 15 feb 2019,"orica is seeking a bright and motivated individual to join our data science team. the candidate's primary responsibility will be to provide analytics services for the digital hub initiatives to help improve and monitor product reliability and operational efficiency. this will include developing insights from diverse data sources and creating platforms to make these insights actionable for key stakeholders.   the successful data engineer will propose creative data science solutions to problems faced by various groups at orica, evaluate those solutions, and then work with the team to develop and deploy those solutions.   responsibilities    perform large-scale data analysis and develop effective statistical models for segmentation, classification, optimization, time series, etc. uses analytical platforms such as r and python to model complex systems and derive actionable insights. design and implement reporting dashboards that track key business metrics and provide actionable insights. works with the team to review, analyse, and develop solutions for operational leaders. work closely with both business units and engineering teams to formulate measurement problems and associated technical solution strategies work closely with engineering and product management teams to build tools and applications on our unique big data platform to efficiently generate and deploy insights into decision-making systems at orica. "," an advanced degree (masters or phd) in statistics, mathematics, computer science, engineering or scientific field proficiency with statistical analysis tools to include: r, sas, spss proficiency with software development technologies to include: python, c++, java knowledge of machine learning tools, basic statistics, data visualization techniques and databases (sql) to perform large-scale data analysis and develop effective statistical models for segmentation, classification, optimization, time series, etc. excellent verbal and communication skills, ability to explain predictive analytics to non-technical audience interface with engineers, product managers and product analysts to understand product goals and data needs build data expertise and own data quality for allocated areas of ownership numerical skills with the ability to think logically and practically to deal with complexity. ability to:   work in a fast-paced environment promptly recognize emerging problems and identify potential solutions deliver high-quality results on time   ",6250.0,7500.0,6875.0,permanent,1
mann + hummel filter technology (s.e.a.) pte ltd,data scientist,"the strategy, 2 international business park 609930",full time,manager,sciences / laboratory / r&d,"$8,100to$8,700",monthly,6 applications,posted 16 jan 2019,closing on 15 feb 2019,"main accountabilities  advocate, evangelize and build data-fuelled products and services that help our customers improve filtration. advocate, evangelize and build data-fuelled services that help our internal customers improve their operations. dig in and become an expert on our filtration technology datasets. provide insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables. work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas. you will lead applied analytics initiatives that are leveraged across the breadth of our solutions for automotive, industrial, air, and water filtration. research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes. provide expertise on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced analytics and data science across the entire breadth of our organization implement poc and pov to test and validate the proposed analytics or algorithm benchmark and recommend best solutions to implement our big-data and machine learning algorithm on our cloud infrastructure ","job requirements (qualifications, skills, experience, competencies)  holds a ph.d. or master’s degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline. deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms. more than 5 years of experience delivering world-class data science outcomes able to solve complex analytical problems using quantitative approaches with your unique blend of analytical, mathematical and technical skills. passionate about asking and answering questions in large datasets, and you are able to communicate that passion to product managers and engineers. keen desire to solve business problems, and live to find patterns and insights within structured and unstructured data. you propose analytics strategies and solutions that challenge and expand the thinking of everyone around you. expert in analysing large, complex, multi-dimensional datasets with a variety of tools. you are accomplished in the use of statistical analysis environments such as r, matlab, spss or sas. experience with bi tools such as tableau and micro-strategy. you’re as comfortable with relational databases as you are with hadoop-based data mining frameworks. you are familiar with sql, python, r, go, java and c/c++. comfortable with fast paced, test-driven, collaborative and iterative engineering environment. you love learning, data, scale and agility. you excel at making complex concepts simple and easy to understand by those around you. you’re driven to show the world the power of applied analytics. knowledge or previous experience with amazon web services or other major public cloud provider is a plus knowledge or previous experience with docker technology is a plus good command of english - both written / spoken able to multitask and execute with a positive ""can do"" attitude able to learn fast through self-directed interdisciplinary research ",8100.0,8700.0,8400.0,full time,1
dathena science pte. ltd.,big data and infrastructure manager,"one george street, 1 george street 049145",full time,non-executive,"information technology, telecommunications","$3,000to$7,000",monthly,3 applications,posted 16 jan 2019,closing on 15 feb 2019,"job title: big data infrastructure manager      reports to: cto   about dathena science   dathena is a swiss and singaporean company developing data governance software based on machine learning algorithms. dathena is the most complete and accurate data governance platform and is the only solution to easily classify and manage data with this level of accuracy while helping companies to comply with regulations. using cutting edge machine learning technology, dathena sift through all unstructured data allowing to regain full control on company’s information.","responsibilities:   working in highly client-facing roles to contribute throughout the end-to-end delivery lifecycle of complex and large-scale big data solutions full lifecycle implementation from requirements analysis, platform selection, technical architecture design,development, testing, and deployment. assess emerging trends in storage access which includes the application of existing high performance distributed file system storage technologies for use by applications in lieu to traditional relational database storage methods day-to-day operation, administration, and maintenance of the assigned systems (os, hadoop, spark, mapreduce, nosql) maintain high-performance and data integrity of critical database (nosql & sql type) perform system tuning, system health check, alarm/ verification check to ensure optimal performance and continuous uptime implement and manage high availability architecture in a virtualization infrastructure including but not limited to network, storage and computing provide project technical support and expertise support new projects/integrations working with r&d team.  skills and qualifications:  good working knowledge in virtualization technologies like open nebula hands-on experience with other technologies in the hadoop eco-system (e.g. sqoop, pig, hive, hbase, flume) experience with related/complementary open source software platforms and languages (e.g. java, linux, apache, perl/python/php) previous etl development experience with tools such as datastage, talend, pentaho etc business intelligence and reporting software experience (e.g. microstrategy, cognos, qlik, tableau pentaho) previous experience with data federation and data preparation tools hands-on experience with analytical tools, languages, or libraries (e.g. sas, spss, r, mahout) experience in deploying hadoop applications (e.g. administration, configuration management, monitoring, debugging, and performance tuning) knowledge of cloud computing infrastructure (e.g. amazon web services ec2, elastic mapreduce) and considerations for scalable, distributed systems.  soft skills:  bachelor's degree minimum 3 years management experience in big data & infrastructure development / devops / sre proven ability to build, manage and foster a team-oriented environment demonstrated ability to work with distributed (onshore-offshore) teams proven ability to work creatively and analytically in a problem-solving environment excellent communication (written and oral) and interpersonal skills excellent leadership and management skills  working conditions:  the big data infrastructure manager must fully embrace the team spirit of a young and innovative start-up. they must be able to adapt to a multi-cultural environment. travel and remote location might be required.     location: singapore      ",3000.0,7000.0,5000.0,full time,0
dataspark pte. ltd.,senior data engineer,"comcentre, 31 exeter road 239732",full time,"executive, senior executive",information technology,"$6,000to$8,000",monthly,4 applications,posted 16 jan 2019,closing on 15 feb 2019,"responsibilities  design and implement scalable and robust software platform for ingesting and transforming telco network datasets in (near) real-time using a variety of open-source and proprietary big data technologies recommend and implement ways to improve data reliability, efficiency and quality collaborate with product management, sales and marketing, and solution delivery teams to support the objectives that customer requirements are well managed and reflected in product releases support the deployment of dataspark software within clients' it environment working closely with stakeholders to ensure high standards of data governance during implementation serve as technical subject matter expert in latest big data technologies ","requirements  7+ years of superior software development experience building commercial large-scale software systems and database systems excellence in algorithms, data structure, discrete math, data base and data warehousing expert knowledge in data management technologies and software engineering tools to efficiently process large volume of data demonstrated clear and thorough logical and analytical thinking, as well as problem solving skills experience of data warehouses in excess of 10tb experience of web ui, middle tier, and data back end development production coding experience in choice of programming languages and development frameworks proven professional experience in processing large-scale commercial data. experience with telco data a plus. superior and proactive communications skills, including verbal, written, and presentation. a proven team player and contributor. self-directed, ability to work independently and research innovative solutions to business problems aptitude of working on multiple projects in parallel attention to details and data accuracy ms or bs degree in computer science/engineering, statistics, mathematics, or equivalent is required for this position. ",6000.0,8000.0,7000.0,permanent,1
